id,domain,condition,layer,norm_depth,p_emotional
setb_neu_045,neutral_control,B_neutral,2,0.1875,0.011673
setb_neu_045,neutral_control,B_neutral,3,0.25,0.009808
setb_neu_045,neutral_control,B_neutral,4,0.3125,0.012161
setb_neu_045,neutral_control,B_neutral,5,0.375,0.011442
setb_neu_045,neutral_control,B_neutral,6,0.4375,0.009736
setb_neu_045,neutral_control,B_neutral,7,0.5,0.010614
setb_neu_045,neutral_control,B_neutral,8,0.5625,0.004808
setb_neu_045,neutral_control,B_neutral,9,0.625,0.002634
setb_neu_045,neutral_control,B_neutral,10,0.6875,0.002046
setb_neu_045,neutral_control,B_neutral,11,0.75,0.001685
setb_neu_045,neutral_control,B_neutral,12,0.8125,0.001431
setb_neu_045,neutral_control,B_neutral,13,0.875,0.001674
setb_neu_045,neutral_control,B_neutral,14,0.9375,0.002457
setb_neu_045,neutral_control,B_neutral,15,1.0,0.002463
setb_neu_046,neutral_control,B_neutral,0,0.0625,0.017731
setb_neu_046,neutral_control,B_neutral,1,0.125,0.010396
setb_neu_046,neutral_control,B_neutral,2,0.1875,0.006231
setb_neu_046,neutral_control,B_neutral,3,0.25,0.002295
setb_neu_046,neutral_control,B_neutral,4,0.3125,0.000816
setb_neu_046,neutral_control,B_neutral,5,0.375,0.000253
setb_neu_046,neutral_control,B_neutral,6,0.4375,0.001297
setb_neu_046,neutral_control,B_neutral,7,0.5,0.000736
setb_neu_046,neutral_control,B_neutral,8,0.5625,0.001215
setb_neu_046,neutral_control,B_neutral,9,0.625,0.00065
setb_neu_046,neutral_control,B_neutral,10,0.6875,0.000252
setb_neu_046,neutral_control,B_neutral,11,0.75,0.000422
setb_neu_046,neutral_control,B_neutral,12,0.8125,0.000218
setb_neu_046,neutral_control,B_neutral,13,0.875,0.000504
setb_neu_046,neutral_control,B_neutral,14,0.9375,0.000863
setb_neu_046,neutral_control,B_neutral,15,1.0,0.000507
setb_neu_047,neutral_control,B_neutral,0,0.0625,0.001844
setb_neu_047,neutral_control,B_neutral,1,0.125,0.000119
setb_neu_047,neutral_control,B_neutral,2,0.1875,0.000052
setb_neu_047,neutral_control,B_neutral,3,0.25,0.000026
setb_neu_047,neutral_control,B_neutral,4,0.3125,0.000084
setb_neu_047,neutral_control,B_neutral,5,0.375,0.00026
setb_neu_047,neutral_control,B_neutral,6,0.4375,0.000311
setb_neu_047,neutral_control,B_neutral,7,0.5,0.000177
setb_neu_047,neutral_control,B_neutral,8,0.5625,0.000674
setb_neu_047,neutral_control,B_neutral,9,0.625,0.000037
setb_neu_047,neutral_control,B_neutral,10,0.6875,0.000026
setb_neu_047,neutral_control,B_neutral,11,0.75,0.000079
setb_neu_047,neutral_control,B_neutral,12,0.8125,0.00008
setb_neu_047,neutral_control,B_neutral,13,0.875,0.000165
setb_neu_047,neutral_control,B_neutral,14,0.9375,0.000471
setb_neu_047,neutral_control,B_neutral,15,1.0,0.000278
setb_neu_048,neutral_control,B_neutral,0,0.0625,0.000236
setb_neu_048,neutral_control,B_neutral,1,0.125,0.000225
setb_neu_048,neutral_control,B_neutral,2,0.1875,0.000352
setb_neu_048,neutral_control,B_neutral,3,0.25,0.001287
setb_neu_048,neutral_control,B_neutral,4,0.3125,0.0005
setb_neu_048,neutral_control,B_neutral,5,0.375,0.000529
setb_neu_048,neutral_control,B_neutral,6,0.4375,0.002201
setb_neu_048,neutral_control,B_neutral,7,0.5,0.001502
setb_neu_048,neutral_control,B_neutral,8,0.5625,0.000058
setb_neu_048,neutral_control,B_neutral,9,0.625,0.000095
setb_neu_048,neutral_control,B_neutral,10,0.6875,0.000039
setb_neu_048,neutral_control,B_neutral,11,0.75,0.000117
setb_neu_048,neutral_control,B_neutral,12,0.8125,0.000164
setb_neu_048,neutral_control,B_neutral,13,0.875,0.000351
setb_neu_048,neutral_control,B_neutral,14,0.9375,0.000369
setb_neu_048,neutral_control,B_neutral,15,1.0,0.000233
setb_neu_049,neutral_control,B_neutral,0,0.0625,9e-6
setb_neu_049,neutral_control,B_neutral,1,0.125,0.000876
setb_neu_049,neutral_control,B_neutral,2,0.1875,0.000627
setb_neu_049,neutral_control,B_neutral,3,0.25,0.000675
setb_neu_049,neutral_control,B_neutral,4,0.3125,0.003859
setb_neu_049,neutral_control,B_neutral,5,0.375,0.00158
setb_neu_049,neutral_control,B_neutral,6,0.4375,0.000736
setb_neu_049,neutral_control,B_neutral,7,0.5,0.000499
setb_neu_049,neutral_control,B_neutral,8,0.5625,0.000016
setb_neu_049,neutral_control,B_neutral,9,0.625,0.000048
setb_neu_049,neutral_control,B_neutral,10,0.6875,0.000027
setb_neu_049,neutral_control,B_neutral,11,0.75,0.000054
setb_neu_049,neutral_control,B_neutral,12,0.8125,0.000051
setb_neu_049,neutral_control,B_neutral,13,0.875,0.000032
setb_neu_049,neutral_control,B_neutral,14,0.9375,0.000047
setb_neu_049,neutral_control,B_neutral,15,1.0,0.000089
setb_neu_050,neutral_control,B_neutral,0,0.0625,0.0
setb_neu_050,neutral_control,B_neutral,1,0.125,4e-6
setb_neu_050,neutral_control,B_neutral,2,0.1875,3e-6
setb_neu_050,neutral_control,B_neutral,3,0.25,4e-6
setb_neu_050,neutral_control,B_neutral,4,0.3125,0.000011
setb_neu_050,neutral_control,B_neutral,5,0.375,0.000071
setb_neu_050,neutral_control,B_neutral,6,0.4375,0.000138
setb_neu_050,neutral_control,B_neutral,7,0.5,0.000205
setb_neu_050,neutral_control,B_neutral,8,0.5625,0.000049
setb_neu_050,neutral_control,B_neutral,9,0.625,0.000061
setb_neu_050,neutral_control,B_neutral,10,0.6875,0.000055
setb_neu_050,neutral_control,B_neutral,11,0.75,0.000022
setb_neu_050,neutral_control,B_neutral,12,0.8125,0.000012
setb_neu_050,neutral_control,B_neutral,13,0.875,0.000011
setb_neu_050,neutral_control,B_neutral,14,0.9375,0.000016
setb_neu_050,neutral_control,B_neutral,15,1.0,8e-6
setb_neu_051,neutral_control,B_neutral,0,0.0625,1e-6
setb_neu_051,neutral_control,B_neutral,1,0.125,9e-6
setb_neu_051,neutral_control,B_neutral,2,0.1875,0.0
setb_neu_051,neutral_control,B_neutral,3,0.25,0.0
setb_neu_051,neutral_control,B_neutral,4,0.3125,1e-6
setb_neu_051,neutral_control,B_neutral,5,0.375,0.00001
setb_neu_051,neutral_control,B_neutral,6,0.4375,0.000029
setb_neu_051,neutral_control,B_neutral,7,0.5,0.000025
setb_neu_051,neutral_control,B_neutral,8,0.5625,2e-6
setb_neu_051,neutral_control,B_neutral,9,0.625,0.000057
setb_neu_051,neutral_control,B_neutral,10,0.6875,0.000079
setb_neu_051,neutral_control,B_neutral,11,0.75,0.000092
setb_neu_051,neutral_control,B_neutral,12,0.8125,0.000115
setb_neu_051,neutral_control,B_neutral,13,0.875,0.000093
setb_neu_051,neutral_control,B_neutral,14,0.9375,0.000092
setb_neu_051,neutral_control,B_neutral,15,1.0,0.000075
setb_neu_052,neutral_control,B_neutral,0,0.0625,0.000473
setb_neu_052,neutral_control,B_neutral,1,0.125,0.000376
setb_neu_052,neutral_control,B_neutral,2,0.1875,0.000012
setb_neu_052,neutral_control,B_neutral,3,0.25,8e-6
setb_neu_052,neutral_control,B_neutral,4,0.3125,8e-6
setb_neu_052,neutral_control,B_neutral,5,0.375,3e-6
setb_neu_052,neutral_control,B_neutral,6,0.4375,2e-6
setb_neu_052,neutral_control,B_neutral,7,0.5,5e-6
setb_neu_052,neutral_control,B_neutral,8,0.5625,2e-6
setb_neu_052,neutral_control,B_neutral,9,0.625,3e-6
setb_neu_052,neutral_control,B_neutral,10,0.6875,1e-6
setb_neu_052,neutral_control,B_neutral,11,0.75,0.0
setb_neu_052,neutral_control,B_neutral,12,0.8125,0.0
setb_neu_052,neutral_control,B_neutral,13,0.875,0.0
setb_neu_052,neutral_control,B_neutral,14,0.9375,0.0
setb_neu_052,neutral_control,B_neutral,15,1.0,0.0
setb_neu_053,neutral_control,B_neutral,0,0.0625,0.000145
setb_neu_053,neutral_control,B_neutral,1,0.125,0.000124
setb_neu_053,neutral_control,B_neutral,2,0.1875,0.000074
setb_neu_053,neutral_control,B_neutral,3,0.25,0.000127
setb_neu_053,neutral_control,B_neutral,4,0.3125,0.000208
setb_neu_053,neutral_control,B_neutral,5,0.375,0.000871
setb_neu_053,neutral_control,B_neutral,6,0.4375,0.001413
setb_neu_053,neutral_control,B_neutral,7,0.5,0.000783
setb_neu_053,neutral_control,B_neutral,8,0.5625,0.000141
setb_neu_053,neutral_control,B_neutral,9,0.625,0.000336
setb_neu_053,neutral_control,B_neutral,10,0.6875,0.000049
setb_neu_053,neutral_control,B_neutral,11,0.75,0.000073
setb_neu_053,neutral_control,B_neutral,12,0.8125,0.000074
setb_neu_053,neutral_control,B_neutral,13,0.875,0.000095
setb_neu_053,neutral_control,B_neutral,14,0.9375,0.000212
setb_neu_053,neutral_control,B_neutral,15,1.0,0.000109
setb_neu_054,neutral_control,B_neutral,0,0.0625,0.004602
setb_neu_054,neutral_control,B_neutral,1,0.125,0.004271
setb_neu_054,neutral_control,B_neutral,2,0.1875,0.002589
setb_neu_054,neutral_control,B_neutral,3,0.25,0.000766
setb_neu_054,neutral_control,B_neutral,4,0.3125,0.000406
setb_neu_054,neutral_control,B_neutral,5,0.375,0.000121
setb_neu_054,neutral_control,B_neutral,6,0.4375,0.000019
setb_neu_054,neutral_control,B_neutral,7,0.5,0.000017
setb_neu_054,neutral_control,B_neutral,8,0.5625,0.000022
setb_neu_054,neutral_control,B_neutral,9,0.625,0.000026
setb_neu_054,neutral_control,B_neutral,10,0.6875,0.000019
setb_neu_054,neutral_control,B_neutral,11,0.75,0.000014
setb_neu_054,neutral_control,B_neutral,12,0.8125,0.000035
setb_neu_054,neutral_control,B_neutral,13,0.875,0.000076
setb_neu_054,neutral_control,B_neutral,14,0.9375,0.000087
setb_neu_054,neutral_control,B_neutral,15,1.0,0.000076
setb_neu_055,neutral_control,B_neutral,0,0.0625,0.0
setb_neu_055,neutral_control,B_neutral,1,0.125,0.0
setb_neu_055,neutral_control,B_neutral,2,0.1875,0.0
setb_neu_055,neutral_control,B_neutral,3,0.25,0.0
setb_neu_055,neutral_control,B_neutral,4,0.3125,1e-6
setb_neu_055,neutral_control,B_neutral,5,0.375,0.000037
setb_neu_055,neutral_control,B_neutral,6,0.4375,0.00008
setb_neu_055,neutral_control,B_neutral,7,0.5,0.000048
setb_neu_055,neutral_control,B_neutral,8,0.5625,0.0
setb_neu_055,neutral_control,B_neutral,9,0.625,0.0
setb_neu_055,neutral_control,B_neutral,10,0.6875,0.0
setb_neu_055,neutral_control,B_neutral,11,0.75,0.0
setb_neu_055,neutral_control,B_neutral,12,0.8125,0.0
setb_neu_055,neutral_control,B_neutral,13,0.875,0.0
setb_neu_055,neutral_control,B_neutral,14,0.9375,0.0
setb_neu_055,neutral_control,B_neutral,15,1.0,0.0
setb_neu_056,neutral_control,B_neutral,0,0.0625,0.000846
setb_neu_056,neutral_control,B_neutral,1,0.125,0.000042
setb_neu_056,neutral_control,B_neutral,2,0.1875,4e-6
setb_neu_056,neutral_control,B_neutral,3,0.25,7e-6
setb_neu_056,neutral_control,B_neutral,4,0.3125,0.000096
setb_neu_056,neutral_control,B_neutral,5,0.375,0.000108
setb_neu_056,neutral_control,B_neutral,6,0.4375,0.000046
setb_neu_056,neutral_control,B_neutral,7,0.5,0.000018
setb_neu_056,neutral_control,B_neutral,8,0.5625,0.000029
setb_neu_056,neutral_control,B_neutral,9,0.625,0.000032
setb_neu_056,neutral_control,B_neutral,10,0.6875,0.000047
setb_neu_056,neutral_control,B_neutral,11,0.75,0.000098
setb_neu_056,neutral_control,B_neutral,12,0.8125,0.000068
setb_neu_056,neutral_control,B_neutral,13,0.875,0.00007
setb_neu_056,neutral_control,B_neutral,14,0.9375,0.000136
setb_neu_056,neutral_control,B_neutral,15,1.0,0.0002
setb_neu_057,neutral_control,B_neutral,0,0.0625,0.010799
setb_neu_057,neutral_control,B_neutral,1,0.125,0.005309
setb_neu_057,neutral_control,B_neutral,2,0.1875,0.000995
setb_neu_057,neutral_control,B_neutral,3,0.25,0.003213
setb_neu_057,neutral_control,B_neutral,4,0.3125,0.000848
setb_neu_057,neutral_control,B_neutral,5,0.375,0.001174
setb_neu_057,neutral_control,B_neutral,6,0.4375,0.000344
setb_neu_057,neutral_control,B_neutral,7,0.5,0.000253
setb_neu_057,neutral_control,B_neutral,8,0.5625,0.000133
setb_neu_057,neutral_control,B_neutral,9,0.625,0.001093
setb_neu_057,neutral_control,B_neutral,10,0.6875,0.00055
setb_neu_057,neutral_control,B_neutral,11,0.75,0.000375
setb_neu_057,neutral_control,B_neutral,12,0.8125,0.000672
setb_neu_057,neutral_control,B_neutral,13,0.875,0.001682
setb_neu_057,neutral_control,B_neutral,14,0.9375,0.001756
setb_neu_057,neutral_control,B_neutral,15,1.0,0.002582
setb_neu_058,neutral_control,B_neutral,0,0.0625,0.004645
setb_neu_058,neutral_control,B_neutral,1,0.125,0.00659
setb_neu_058,neutral_control,B_neutral,2,0.1875,0.006492
setb_neu_058,neutral_control,B_neutral,3,0.25,0.003451
setb_neu_058,neutral_control,B_neutral,4,0.3125,0.001553
setb_neu_058,neutral_control,B_neutral,5,0.375,0.002519
setb_neu_058,neutral_control,B_neutral,6,0.4375,0.002636
setb_neu_058,neutral_control,B_neutral,7,0.5,0.000759
setb_neu_058,neutral_control,B_neutral,8,0.5625,0.000128
setb_neu_058,neutral_control,B_neutral,9,0.625,0.000207
setb_neu_058,neutral_control,B_neutral,10,0.6875,0.000098
setb_neu_058,neutral_control,B_neutral,11,0.75,0.000121
setb_neu_058,neutral_control,B_neutral,12,0.8125,0.000062
setb_neu_058,neutral_control,B_neutral,13,0.875,0.000093
setb_neu_058,neutral_control,B_neutral,14,0.9375,0.000282
setb_neu_058,neutral_control,B_neutral,15,1.0,0.000194
setb_neu_059,neutral_control,B_neutral,0,0.0625,4e-6
setb_neu_059,neutral_control,B_neutral,1,0.125,0.000109
setb_neu_059,neutral_control,B_neutral,2,0.1875,0.000023
setb_neu_059,neutral_control,B_neutral,3,0.25,0.000103
setb_neu_059,neutral_control,B_neutral,4,0.3125,0.000057
setb_neu_059,neutral_control,B_neutral,5,0.375,0.000101
setb_neu_059,neutral_control,B_neutral,6,0.4375,0.000056
setb_neu_059,neutral_control,B_neutral,7,0.5,0.000026
setb_neu_059,neutral_control,B_neutral,8,0.5625,0.000031
setb_neu_059,neutral_control,B_neutral,9,0.625,0.000207
setb_neu_059,neutral_control,B_neutral,10,0.6875,0.000485
setb_neu_059,neutral_control,B_neutral,11,0.75,0.000471
setb_neu_059,neutral_control,B_neutral,12,0.8125,0.000708
setb_neu_059,neutral_control,B_neutral,13,0.875,0.000832
setb_neu_059,neutral_control,B_neutral,14,0.9375,0.000913
setb_neu_059,neutral_control,B_neutral,15,1.0,0.001062
setb_neu_060,neutral_control,B_neutral,0,0.0625,0.008221
setb_neu_060,neutral_control,B_neutral,1,0.125,0.004413
setb_neu_060,neutral_control,B_neutral,2,0.1875,0.004523
setb_neu_060,neutral_control,B_neutral,3,0.25,0.002937
setb_neu_060,neutral_control,B_neutral,4,0.3125,0.002026
setb_neu_060,neutral_control,B_neutral,5,0.375,0.000298
setb_neu_060,neutral_control,B_neutral,6,0.4375,0.000414
setb_neu_060,neutral_control,B_neutral,7,0.5,0.000363
setb_neu_060,neutral_control,B_neutral,8,0.5625,0.000326
setb_neu_060,neutral_control,B_neutral,9,0.625,0.000741
setb_neu_060,neutral_control,B_neutral,10,0.6875,0.001437
setb_neu_060,neutral_control,B_neutral,11,0.75,0.001225
setb_neu_060,neutral_control,B_neutral,12,0.8125,0.000943
setb_neu_060,neutral_control,B_neutral,13,0.875,0.001316
setb_neu_060,neutral_control,B_neutral,14,0.9375,0.001582
setb_neu_060,neutral_control,B_neutral,15,1.0,0.001744
setb_neu_061,neutral_control,B_neutral,0,0.0625,0.000028
setb_neu_061,neutral_control,B_neutral,1,0.125,0.000311
setb_neu_061,neutral_control,B_neutral,2,0.1875,0.000211
setb_neu_061,neutral_control,B_neutral,3,0.25,0.000428
setb_neu_061,neutral_control,B_neutral,4,0.3125,0.001268
setb_neu_061,neutral_control,B_neutral,5,0.375,0.002203
setb_neu_061,neutral_control,B_neutral,6,0.4375,0.000591
setb_neu_061,neutral_control,B_neutral,7,0.5,0.000689
setb_neu_061,neutral_control,B_neutral,8,0.5625,0.000215
setb_neu_061,neutral_control,B_neutral,9,0.625,0.00067
setb_neu_061,neutral_control,B_neutral,10,0.6875,0.000389
setb_neu_061,neutral_control,B_neutral,11,0.75,0.00039
setb_neu_061,neutral_control,B_neutral,12,0.8125,0.00026
setb_neu_061,neutral_control,B_neutral,13,0.875,0.000293
setb_neu_061,neutral_control,B_neutral,14,0.9375,0.000252
setb_neu_061,neutral_control,B_neutral,15,1.0,0.000346
setb_neu_062,neutral_control,B_neutral,0,0.0625,0.00001
setb_neu_062,neutral_control,B_neutral,1,0.125,0.000054
setb_neu_062,neutral_control,B_neutral,2,0.1875,0.00004
setb_neu_062,neutral_control,B_neutral,3,0.25,0.000191
setb_neu_062,neutral_control,B_neutral,4,0.3125,0.000268
setb_neu_062,neutral_control,B_neutral,5,0.375,0.000077
setb_neu_062,neutral_control,B_neutral,6,0.4375,0.000143
setb_neu_062,neutral_control,B_neutral,7,0.5,0.00027
setb_neu_062,neutral_control,B_neutral,8,0.5625,0.000028
setb_neu_062,neutral_control,B_neutral,9,0.625,0.000133
setb_neu_062,neutral_control,B_neutral,10,0.6875,0.000087
setb_neu_062,neutral_control,B_neutral,11,0.75,0.000033
setb_neu_062,neutral_control,B_neutral,12,0.8125,9e-6
setb_neu_062,neutral_control,B_neutral,13,0.875,0.000064
setb_neu_062,neutral_control,B_neutral,14,0.9375,0.000036
setb_neu_062,neutral_control,B_neutral,15,1.0,0.000075
setb_neu_063,neutral_control,B_neutral,0,0.0625,0.000079
setb_neu_063,neutral_control,B_neutral,1,0.125,0.000293
setb_neu_063,neutral_control,B_neutral,2,0.1875,2e-6
setb_neu_063,neutral_control,B_neutral,3,0.25,3e-6
setb_neu_063,neutral_control,B_neutral,4,0.3125,2e-6
setb_neu_063,neutral_control,B_neutral,5,0.375,0.000042
setb_neu_063,neutral_control,B_neutral,6,0.4375,0.000066
setb_neu_063,neutral_control,B_neutral,7,0.5,0.000048
setb_neu_063,neutral_control,B_neutral,8,0.5625,6e-6
setb_neu_063,neutral_control,B_neutral,9,0.625,0.000247
setb_neu_063,neutral_control,B_neutral,10,0.6875,0.000336
setb_neu_063,neutral_control,B_neutral,11,0.75,0.000222
setb_neu_063,neutral_control,B_neutral,12,0.8125,0.000156
setb_neu_063,neutral_control,B_neutral,13,0.875,0.000063
setb_neu_063,neutral_control,B_neutral,14,0.9375,0.000059
setb_neu_063,neutral_control,B_neutral,15,1.0,0.000027
setb_neu_064,neutral_control,B_neutral,0,0.0625,0.001973
setb_neu_064,neutral_control,B_neutral,1,0.125,0.001487
setb_neu_064,neutral_control,B_neutral,2,0.1875,0.001629
setb_neu_064,neutral_control,B_neutral,3,0.25,0.001828
setb_neu_064,neutral_control,B_neutral,4,0.3125,0.00239
setb_neu_064,neutral_control,B_neutral,5,0.375,0.003523
setb_neu_064,neutral_control,B_neutral,6,0.4375,0.002686
setb_neu_064,neutral_control,B_neutral,7,0.5,0.002826
setb_neu_064,neutral_control,B_neutral,8,0.5625,0.00005
setb_neu_064,neutral_control,B_neutral,9,0.625,0.000091
setb_neu_064,neutral_control,B_neutral,10,0.6875,0.000014
setb_neu_064,neutral_control,B_neutral,11,0.75,0.000097
setb_neu_064,neutral_control,B_neutral,12,0.8125,0.000045
setb_neu_064,neutral_control,B_neutral,13,0.875,0.000132
setb_neu_064,neutral_control,B_neutral,14,0.9375,0.000094
setb_neu_064,neutral_control,B_neutral,15,1.0,0.000286
setb_neu_065,neutral_control,B_neutral,0,0.0625,0.00159
setb_neu_065,neutral_control,B_neutral,1,0.125,0.001806
setb_neu_065,neutral_control,B_neutral,2,0.1875,0.000239
setb_neu_065,neutral_control,B_neutral,3,0.25,0.000927
setb_neu_065,neutral_control,B_neutral,4,0.3125,0.002328
setb_neu_065,neutral_control,B_neutral,5,0.375,0.003065
setb_neu_065,neutral_control,B_neutral,6,0.4375,0.00132
setb_neu_065,neutral_control,B_neutral,7,0.5,0.001062
setb_neu_065,neutral_control,B_neutral,8,0.5625,0.000783
setb_neu_065,neutral_control,B_neutral,9,0.625,0.000577
setb_neu_065,neutral_control,B_neutral,10,0.6875,0.000231
setb_neu_065,neutral_control,B_neutral,11,0.75,0.000188
setb_neu_065,neutral_control,B_neutral,12,0.8125,0.00006
setb_neu_065,neutral_control,B_neutral,13,0.875,0.000093
setb_neu_065,neutral_control,B_neutral,14,0.9375,0.000134
setb_neu_065,neutral_control,B_neutral,15,1.0,0.000168
setb_neu_066,neutral_control,B_neutral,0,0.0625,0.000141
setb_neu_066,neutral_control,B_neutral,1,0.125,0.000049
setb_neu_066,neutral_control,B_neutral,2,0.1875,0.000144
setb_neu_066,neutral_control,B_neutral,3,0.25,0.000014
setb_neu_066,neutral_control,B_neutral,4,0.3125,0.00005
setb_neu_066,neutral_control,B_neutral,5,0.375,0.000039
setb_neu_066,neutral_control,B_neutral,6,0.4375,0.000187
setb_neu_066,neutral_control,B_neutral,7,0.5,0.000912
setb_neu_066,neutral_control,B_neutral,8,0.5625,2e-6
setb_neu_066,neutral_control,B_neutral,9,0.625,0.000064
setb_neu_066,neutral_control,B_neutral,10,0.6875,0.000022
setb_neu_066,neutral_control,B_neutral,11,0.75,0.000028
setb_neu_066,neutral_control,B_neutral,12,0.8125,6e-6
setb_neu_066,neutral_control,B_neutral,13,0.875,8e-6
setb_neu_066,neutral_control,B_neutral,14,0.9375,6e-6
setb_neu_066,neutral_control,B_neutral,15,1.0,0.000019
setb_neu_067,neutral_control,B_neutral,0,0.0625,2e-6
setb_neu_067,neutral_control,B_neutral,1,0.125,0.000253
setb_neu_067,neutral_control,B_neutral,2,0.1875,0.000015
setb_neu_067,neutral_control,B_neutral,3,0.25,0.000018
setb_neu_067,neutral_control,B_neutral,4,0.3125,3e-6
setb_neu_067,neutral_control,B_neutral,5,0.375,0.000054
setb_neu_067,neutral_control,B_neutral,6,0.4375,0.000049
setb_neu_067,neutral_control,B_neutral,7,0.5,3e-6
setb_neu_067,neutral_control,B_neutral,8,0.5625,1e-6
setb_neu_067,neutral_control,B_neutral,9,0.625,0.000011
setb_neu_067,neutral_control,B_neutral,10,0.6875,6e-6
setb_neu_067,neutral_control,B_neutral,11,0.75,0.000024
setb_neu_067,neutral_control,B_neutral,12,0.8125,0.000032
setb_neu_067,neutral_control,B_neutral,13,0.875,0.000013
setb_neu_067,neutral_control,B_neutral,14,0.9375,0.000012
setb_neu_067,neutral_control,B_neutral,15,1.0,0.00001
setb_neu_068,neutral_control,B_neutral,0,0.0625,1e-6
setb_neu_068,neutral_control,B_neutral,1,0.125,8e-6
setb_neu_068,neutral_control,B_neutral,2,0.1875,0.000021
setb_neu_068,neutral_control,B_neutral,3,0.25,0.00004
setb_neu_068,neutral_control,B_neutral,4,0.3125,0.000063
setb_neu_068,neutral_control,B_neutral,5,0.375,0.000091
setb_neu_068,neutral_control,B_neutral,6,0.4375,0.000147
setb_neu_068,neutral_control,B_neutral,7,0.5,0.000137
setb_neu_068,neutral_control,B_neutral,8,0.5625,0.000019
setb_neu_068,neutral_control,B_neutral,9,0.625,0.000045
setb_neu_068,neutral_control,B_neutral,10,0.6875,0.000026
setb_neu_068,neutral_control,B_neutral,11,0.75,0.000198
setb_neu_068,neutral_control,B_neutral,12,0.8125,0.000148
setb_neu_068,neutral_control,B_neutral,13,0.875,0.000094
setb_neu_068,neutral_control,B_neutral,14,0.9375,0.000093
setb_neu_068,neutral_control,B_neutral,15,1.0,0.000166
setb_neu_069,neutral_control,B_neutral,0,0.0625,0.000279
setb_neu_069,neutral_control,B_neutral,1,0.125,0.00035
setb_neu_069,neutral_control,B_neutral,2,0.1875,0.00085
setb_neu_069,neutral_control,B_neutral,3,0.25,0.0005
setb_neu_069,neutral_control,B_neutral,4,0.3125,0.001791
setb_neu_069,neutral_control,B_neutral,5,0.375,0.001108
setb_neu_069,neutral_control,B_neutral,6,0.4375,0.000921
setb_neu_069,neutral_control,B_neutral,7,0.5,0.000853
setb_neu_069,neutral_control,B_neutral,8,0.5625,0.000155
setb_neu_069,neutral_control,B_neutral,9,0.625,0.000169
setb_neu_069,neutral_control,B_neutral,10,0.6875,0.000028
setb_neu_069,neutral_control,B_neutral,11,0.75,0.000106
setb_neu_069,neutral_control,B_neutral,12,0.8125,0.000177
setb_neu_069,neutral_control,B_neutral,13,0.875,0.00011
setb_neu_069,neutral_control,B_neutral,14,0.9375,0.000127
setb_neu_069,neutral_control,B_neutral,15,1.0,0.000139
setb_neu_070,neutral_control,B_neutral,0,0.0625,0.000084
setb_neu_070,neutral_control,B_neutral,1,0.125,0.0
setb_neu_070,neutral_control,B_neutral,2,0.1875,1e-6
setb_neu_070,neutral_control,B_neutral,3,0.25,0.0
setb_neu_070,neutral_control,B_neutral,4,0.3125,0.0
setb_neu_070,neutral_control,B_neutral,5,0.375,0.0
setb_neu_070,neutral_control,B_neutral,6,0.4375,0.0
setb_neu_070,neutral_control,B_neutral,7,0.5,1e-6
setb_neu_070,neutral_control,B_neutral,8,0.5625,3e-6
setb_neu_070,neutral_control,B_neutral,9,0.625,0.000014
setb_neu_070,neutral_control,B_neutral,10,0.6875,0.000017
setb_neu_070,neutral_control,B_neutral,11,0.75,0.000015
setb_neu_070,neutral_control,B_neutral,12,0.8125,0.000061
setb_neu_070,neutral_control,B_neutral,13,0.875,0.00009
setb_neu_070,neutral_control,B_neutral,14,0.9375,0.000071
setb_neu_070,neutral_control,B_neutral,15,1.0,0.000135
setb_neu_071,neutral_control,B_neutral,0,0.0625,0.0
setb_neu_071,neutral_control,B_neutral,1,0.125,6e-6
setb_neu_071,neutral_control,B_neutral,2,0.1875,3e-6
setb_neu_071,neutral_control,B_neutral,3,0.25,4e-6
setb_neu_071,neutral_control,B_neutral,4,0.3125,4e-6
setb_neu_071,neutral_control,B_neutral,5,0.375,5e-6
setb_neu_071,neutral_control,B_neutral,6,0.4375,0.000044
setb_neu_071,neutral_control,B_neutral,7,0.5,0.000159
setb_neu_071,neutral_control,B_neutral,8,0.5625,8e-6
setb_neu_071,neutral_control,B_neutral,9,0.625,8e-6
setb_neu_071,neutral_control,B_neutral,10,0.6875,0.00001
setb_neu_071,neutral_control,B_neutral,11,0.75,0.000078
setb_neu_071,neutral_control,B_neutral,12,0.8125,0.000334
setb_neu_071,neutral_control,B_neutral,13,0.875,0.000435
setb_neu_071,neutral_control,B_neutral,14,0.9375,0.000553
setb_neu_071,neutral_control,B_neutral,15,1.0,0.000852
setb_neu_072,neutral_control,B_neutral,0,0.0625,0.017572
setb_neu_072,neutral_control,B_neutral,1,0.125,0.019641
setb_neu_072,neutral_control,B_neutral,2,0.1875,0.01563
setb_neu_072,neutral_control,B_neutral,3,0.25,0.010744
setb_neu_072,neutral_control,B_neutral,4,0.3125,0.004989
setb_neu_072,neutral_control,B_neutral,5,0.375,0.007507
setb_neu_072,neutral_control,B_neutral,6,0.4375,0.008325
setb_neu_072,neutral_control,B_neutral,7,0.5,0.010786
setb_neu_072,neutral_control,B_neutral,8,0.5625,0.006299
setb_neu_072,neutral_control,B_neutral,9,0.625,0.008122
setb_neu_072,neutral_control,B_neutral,10,0.6875,0.003788
setb_neu_072,neutral_control,B_neutral,11,0.75,0.006323
setb_neu_072,neutral_control,B_neutral,12,0.8125,0.006602
setb_neu_072,neutral_control,B_neutral,13,0.875,0.006352
